"","año","mes","fecha","ciudad","temperatura"
"2479",1984,"FEB","1984/2/1","Ipiales",10.7
"2480",1985,"FEB","1985/2/1","Ipiales",10.6
"2481",1986,"FEB","1986/2/1","Ipiales",11
"2482",1987,"FEB","1987/2/1","Ipiales",11.3
"2483",1988,"FEB","1988/2/1","Ipiales",11.7
"2484",1989,"FEB","1989/2/1","Ipiales",10.7
"2485",1990,"FEB","1990/2/1","Ipiales",11.9
"2486",1991,"FEB","1991/2/1","Ipiales",11.4
"2487",1992,"FEB","1992/2/1","Ipiales",11.5
"2488",1993,"FEB","1993/2/1","Ipiales",11.1
"2489",1994,"FEB","1994/2/1","Ipiales",11.2
"2490",1995,"FEB","1995/2/1","Ipiales",11.3
"2491",1996,"FEB","1996/2/1","Ipiales",10.9
"2492",1997,"FEB","1997/2/1","Ipiales",10.8
"2493",1998,"FEB","1998/2/1","Ipiales",13.2
"2494",1999,"FEB","1999/2/1","Ipiales",11.2
"2495",2000,"FEB","2000/2/1","Ipiales",NA
"2496",2001,"FEB","2001/2/1","Ipiales",10.1
"2497",2002,"FEB","2002/2/1","Ipiales",11.8
"2498",2003,"FEB","2003/2/1","Ipiales",11.9
"2499",2004,"FEB","2004/2/1","Ipiales",11.5
"2500",2005,"FEB","2005/2/1","Ipiales",12.1
"2501",2006,"FEB","2006/2/1","Ipiales",11.9
"2502",2007,"FEB","2007/2/1","Ipiales",11.1
"2503",2008,"FEB","2008/2/1","Ipiales",10.9
"2504",2009,"FEB","2009/2/1","Ipiales",11.6
"2505",2010,"FEB","2010/2/1","Ipiales",12.5
"2506",2011,"FEB","2011/2/1","Ipiales",11.3
"2507",2012,"FEB","2012/2/1","Ipiales",11.2
"2508",2013,"FEB","2013/2/1","Ipiales",11.5
"2509",2014,"FEB","2014/2/1","Ipiales",11.7
"2510",2015,"FEB","2015/2/1","Ipiales",11.8
"2511",1973,"MAR","1973/3/1","Ipiales",11.2
"2512",1974,"MAR","1974/3/1","Ipiales",NA
"2513",1975,"MAR","1975/3/1","Ipiales",NA
"2514",1976,"MAR","1976/3/1","Ipiales",10.7
"2515",1977,"MAR","1977/3/1","Ipiales",NA
"2516",1978,"MAR","1978/3/1","Ipiales",11.3
"2517",1979,"MAR","1979/3/1","Ipiales",11.4
"2518",1980,"MAR","1980/3/1","Ipiales",NA
"2519",1981,"MAR","1981/3/1","Ipiales",NA
"2520",1982,"MAR","1982/3/1","Ipiales",11.2
"2521",1983,"MAR","1983/3/1","Ipiales",12.3
"2522",1984,"MAR","1984/3/1","Ipiales",10.9
"2523",1985,"MAR","1985/3/1","Ipiales",11.3
"2524",1986,"MAR","1986/3/1","Ipiales",10.5
"2525",1987,"MAR","1987/3/1","Ipiales",11.5
"2526",1988,"MAR","1988/3/1","Ipiales",11.2
"2527",1989,"MAR","1989/3/1","Ipiales",10.7
"2528",1990,"MAR","1990/3/1","Ipiales",11.6
"2529",1991,"MAR","1991/3/1","Ipiales",12
"2530",1992,"MAR","1992/3/1","Ipiales",11.9
"2531",1993,"MAR","1993/3/1","Ipiales",10.8
"2532",1994,"MAR","1994/3/1","Ipiales",11.1
"2533",1995,"MAR","1995/3/1","Ipiales",11.5
"2534",1996,"MAR","1996/3/1","Ipiales",11.2
"2535",1997,"MAR","1997/3/1","Ipiales",11.3
"2536",1998,"MAR","1998/3/1","Ipiales",12.6
"2537",1999,"MAR","1999/3/1","Ipiales",11.2
"2538",2000,"MAR","2000/3/1","Ipiales",11.1
"2539",2001,"MAR","2001/3/1","Ipiales",11.2
"2540",2002,"MAR","2002/3/1","Ipiales",11.8
"2541",2003,"MAR","2003/3/1","Ipiales",11.4
"2542",2004,"MAR","2004/3/1","Ipiales",11.6
"2543",2005,"MAR","2005/3/1","Ipiales",11.8
"2544",2006,"MAR","2006/3/1","Ipiales",11.8
"2545",2007,"MAR","2007/3/1","Ipiales",11.7
"2546",2008,"MAR","2008/3/1","Ipiales",11
"2547",2009,"MAR","2009/3/1","Ipiales",12
"2548",2010,"MAR","2010/3/1","Ipiales",12.1
"2549",2011,"MAR","2011/3/1","Ipiales",11.1
"2550",2012,"MAR","2012/3/1","Ipiales",11.3
"2551",2013,"MAR","2013/3/1","Ipiales",12
"2552",2014,"MAR","2014/3/1","Ipiales",11.8
"2553",2015,"MAR","2015/3/1","Ipiales",NA
"2554",1973,"APR","1973/4/1","Ipiales",NA
"2555",1974,"APR","1974/4/1","Ipiales",NA
"2556",1975,"APR","1975/4/1","Ipiales",10.8
"2557",1976,"APR","1976/4/1","Ipiales",10.8
"2558",1977,"APR","1977/4/1","Ipiales",NA
"2559",1978,"APR","1978/4/1","Ipiales",11.5
"2560",1979,"APR","1979/4/1","Ipiales",11.1
"2561",1980,"APR","1980/4/1","Ipiales",NA
"2562",1981,"APR","1981/4/1","Ipiales",NA
"2563",1982,"APR","1982/4/1","Ipiales",10.7
"2564",1983,"APR","1983/4/1","Ipiales",12.2
"2565",1984,"APR","1984/4/1","Ipiales",10.8
"2566",1985,"APR","1985/4/1","Ipiales",11.1
"2567",1986,"APR","1986/4/1","Ipiales",11.4
"2568",1987,"APR","1987/4/1","Ipiales",11.3
"2569",1988,"APR","1988/4/1","Ipiales",11.4
"2570",1989,"APR","1989/4/1","Ipiales",10.9
"2571",1990,"APR","1990/4/1","Ipiales",11.6
"2572",1991,"APR","1991/4/1","Ipiales",11.3
"2573",1992,"APR","1992/4/1","Ipiales",11.7
"2574",1993,"APR","1993/4/1","Ipiales",11.4
"2575",1994,"APR","1994/4/1","Ipiales",11
"2576",1995,"APR","1995/4/1","Ipiales",11.7
"2577",1996,"APR","1996/4/1","Ipiales",11.3
"2578",1997,"APR","1997/4/1","Ipiales",11.3
"2579",1998,"APR","1998/4/1","Ipiales",13.1
"2580",1999,"APR","1999/4/1","Ipiales",11.1
"2581",2000,"APR","2000/4/1","Ipiales",11.2
"2582",2001,"APR","2001/4/1","Ipiales",10.9
"2583",2002,"APR","2002/4/1","Ipiales",11.4
"2584",2003,"APR","2003/4/1","Ipiales",11.8
"2585",2004,"APR","2004/4/1","Ipiales",11.8
"2586",2005,"APR","2005/4/1","Ipiales",11.9
"2587",2006,"APR","2006/4/1","Ipiales",11.6
"2588",2007,"APR","2007/4/1","Ipiales",12
"2589",2008,"APR","2008/4/1","Ipiales",11.4
"2590",2009,"APR","2009/4/1","Ipiales",11.7
"2591",2010,"APR","2010/4/1","Ipiales",NA
"2592",2011,"APR","2011/4/1","Ipiales",11.5
"2593",2012,"APR","2012/4/1","Ipiales",11.4
"2594",2013,"APR","2013/4/1","Ipiales",11.5
"2595",2014,"APR","2014/4/1","Ipiales",11.6
"2596",2015,"APR","2015/4/1","Ipiales",NA
"2597",1973,"MAY","1973/5/1","Ipiales",NA
"2598",1974,"MAY","1974/5/1","Ipiales",NA
"2599",1975,"MAY","1975/5/1","Ipiales",10.3
"2600",1976,"MAY","1976/5/1","Ipiales",10.5
"2601",1977,"MAY","1977/5/1","Ipiales",10.6
"2602",1978,"MAY","1978/5/1","Ipiales",10.9
"2603",1979,"MAY","1979/5/1","Ipiales",11.1
"2604",1980,"MAY","1980/5/1","Ipiales",NA
"2605",1981,"MAY","1981/5/1","Ipiales",NA
"2606",1982,"MAY","1982/5/1","Ipiales",11
"2607",1983,"MAY","1983/5/1","Ipiales",11.9
"2608",1984,"MAY","1984/5/1","Ipiales",10.7
"2609",1985,"MAY","1985/5/1","Ipiales",10.5
"2610",1986,"MAY","1986/5/1","Ipiales",10.8
"2611",1987,"MAY","1987/5/1","Ipiales",11.3
"2612",1988,"MAY","1988/5/1","Ipiales",11.4
"2613",1989,"MAY","1989/5/1","Ipiales",11
"2614",1990,"MAY","1990/5/1","Ipiales",11.3
"2615",1991,"MAY","1991/5/1","Ipiales",11.8
"2616",1992,"MAY","1992/5/1","Ipiales",11.4
"2617",1993,"MAY","1993/5/1","Ipiales",11.5
"2618",1994,"MAY","1994/5/1","Ipiales",11.3
"2619",1995,"MAY","1995/5/1","Ipiales",11.1
"2620",1996,"MAY","1996/5/1","Ipiales",11.1
"2621",1997,"MAY","1997/5/1","Ipiales",11.4
"2622",1998,"MAY","1998/5/1","Ipiales",12.1
"2623",1999,"MAY","1999/5/1","Ipiales",10.6
"2624",2000,"MAY","2000/5/1","Ipiales",11.2
"2625",2001,"MAY","2001/5/1","Ipiales",11.2
"2626",2002,"MAY","2002/5/1","Ipiales",11.6
"2627",2003,"MAY","2003/5/1","Ipiales",11.7
"2628",2004,"MAY","2004/5/1","Ipiales",11.6
"2629",2005,"MAY","2005/5/1","Ipiales",11.7
"2630",2006,"MAY","2006/5/1","Ipiales",11.5
"2631",2007,"MAY","2007/5/1","Ipiales",11.8
"2632",2008,"MAY","2008/5/1","Ipiales",NA
"2633",2009,"MAY","2009/5/1","Ipiales",11.3
"2634",2010,"MAY","2010/5/1","Ipiales",NA
"2635",2011,"MAY","2011/5/1","Ipiales",11.7
"2636",2012,"MAY","2012/5/1","Ipiales",10.9
"2637",2013,"MAY","2013/5/1","Ipiales",11.8
"2638",2014,"MAY","2014/5/1","Ipiales",11.7
"2639",2015,"MAY","2015/5/1","Ipiales",NA
"2640",1973,"JUN","1973/6/1","Ipiales",NA
"2641",1974,"JUN","1974/6/1","Ipiales",NA
"2642",1975,"JUN","1975/6/1","Ipiales",9.7
"2643",1976,"JUN","1976/6/1","Ipiales",9.8
"2644",1977,"JUN","1977/6/1","Ipiales",10
"2645",1978,"JUN","1978/6/1","Ipiales",9.8
"2646",1979,"JUN","1979/6/1","Ipiales",10.1
"2647",1980,"JUN","1980/6/1","Ipiales",NA
"2648",1981,"JUN","1981/6/1","Ipiales",10.1
"2649",1982,"JUN","1982/6/1","Ipiales",10.4
"2650",1983,"JUN","1983/6/1","Ipiales",10.7
"2651",1984,"JUN","1984/6/1","Ipiales",10.4
"2652",1985,"JUN","1985/6/1","Ipiales",9.9
"2653",1986,"JUN","1986/6/1","Ipiales",10.2
"2654",1987,"JUN","1987/6/1","Ipiales",10.9
"2655",1988,"JUN","1988/6/1","Ipiales",10.7
"2656",1989,"JUN","1989/6/1","Ipiales",10.5
"2657",1990,"JUN","1990/6/1","Ipiales",11.1
"2658",1991,"JUN","1991/6/1","Ipiales",11.2
"2659",1992,"JUN","1992/6/1","Ipiales",10.9
"2660",1993,"JUN","1993/6/1","Ipiales",10.6
"2661",1994,"JUN","1994/6/1","Ipiales",10.5
"2662",1995,"JUN","1995/6/1","Ipiales",11.1
"2663",1996,"JUN","1996/6/1","Ipiales",10.5
"2664",1997,"JUN","1997/6/1","Ipiales",11
"2665",1998,"JUN","1998/6/1","Ipiales",11.1
"2666",1999,"JUN","1999/6/1","Ipiales",10.6
"2667",2000,"JUN","2000/6/1","Ipiales",10.9
"2668",2001,"JUN","2001/6/1","Ipiales",10.2
"2669",2002,"JUN","2002/6/1","Ipiales",10.5
"2670",2003,"JUN","2003/6/1","Ipiales",10.9
"2671",2004,"JUN","2004/6/1","Ipiales",10.4
"2672",2005,"JUN","2005/6/1","Ipiales",11.2
"2673",2006,"JUN","2006/6/1","Ipiales",10.8
"2674",2007,"JUN","2007/6/1","Ipiales",10.7
"2675",2008,"JUN","2008/6/1","Ipiales",11.1
"2676",2009,"JUN","2009/6/1","Ipiales",11.2
"2677",2010,"JUN","2010/6/1","Ipiales",11.5
"2678",2011,"JUN","2011/6/1","Ipiales",11.3
"2679",2012,"JUN","2012/6/1","Ipiales",NA
"2680",2013,"JUN","2013/6/1","Ipiales",10.8
"2681",2014,"JUN","2014/6/1","Ipiales",11
"2682",2015,"JUN","2015/6/1","Ipiales",NA
"2683",1973,"JUL","1973/7/1","Ipiales",NA
"2684",1974,"JUL","1974/7/1","Ipiales",NA
"2685",1975,"JUL","1975/7/1","Ipiales",8.9
"2686",1976,"JUL","1976/7/1","Ipiales",NA
"2687",1977,"JUL","1977/7/1","Ipiales",9.7
"2688",1978,"JUL","1978/7/1","Ipiales",9.5
"2689",1979,"JUL","1979/7/1","Ipiales",NA
"2690",1980,"JUL","1980/7/1","Ipiales",NA
"2691",1981,"JUL","1981/7/1","Ipiales",9.2
"2692",1982,"JUL","1982/7/1","Ipiales",9.7
"2693",1983,"JUL","1983/7/1","Ipiales",9.9
"2694",1984,"JUL","1984/7/1","Ipiales",9.4
"2695",1985,"JUL","1985/7/1","Ipiales",8.6
"2696",1986,"JUL","1986/7/1","Ipiales",9.3
"2697",1987,"JUL","1987/7/1","Ipiales",10.7
"2698",1988,"JUL","1988/7/1","Ipiales",10
"2699",1989,"JUL","1989/7/1","Ipiales",9.8
"2700",1990,"JUL","1990/7/1","Ipiales",10.1
"2701",1991,"JUL","1991/7/1","Ipiales",10.3
"2702",1992,"JUL","1992/7/1","Ipiales",9.5
"2703",1993,"JUL","1993/7/1","Ipiales",9.9
"2704",1994,"JUL","1994/7/1","Ipiales",10
"2705",1995,"JUL","1995/7/1","Ipiales",10.6
"2706",1996,"JUL","1996/7/1","Ipiales",9.9
"2707",1997,"JUL","1997/7/1","Ipiales",9.8
"2708",1998,"JUL","1998/7/1","Ipiales",10.4
"2709",1999,"JUL","1999/7/1","Ipiales",9.8
"2710",2000,"JUL","2000/7/1","Ipiales",10.1
"2711",2001,"JUL","2001/7/1","Ipiales",10.6
"2712",2002,"JUL","2002/7/1","Ipiales",11
"2713",2003,"JUL","2003/7/1","Ipiales",10.2
"2714",2004,"JUL","2004/7/1","Ipiales",10.3
"2715",2005,"JUL","2005/7/1","Ipiales",10.5
"2716",2006,"JUL","2006/7/1","Ipiales",10.2
"2717",2007,"JUL","2007/7/1","Ipiales",10.5
"2718",2008,"JUL","2008/7/1","Ipiales",10.4
"2719",2009,"JUL","2009/7/1","Ipiales",10.7
"2720",2010,"JUL","2010/7/1","Ipiales",11
"2721",2011,"JUL","2011/7/1","Ipiales",10.4
"2722",2012,"JUL","2012/7/1","Ipiales",10.3
"2723",2013,"JUL","2013/7/1","Ipiales",9.9
"2724",2014,"JUL","2014/7/1","Ipiales",10.4
"2725",2015,"JUL","2015/7/1","Ipiales",NA
"2726",1973,"AUG","1973/8/1","Ipiales",NA
"2727",1974,"AUG","1974/8/1","Ipiales",NA
"2728",1975,"AUG","1975/8/1","Ipiales",9.4
"2729",1976,"AUG","1976/8/1","Ipiales",9.1
"2730",1977,"AUG","1977/8/1","Ipiales",9.7
"2731",1978,"AUG","1978/8/1","Ipiales",9
"2732",1979,"AUG","1979/8/1","Ipiales",10.4
"2733",1980,"AUG","1980/8/1","Ipiales",NA
"2734",1981,"AUG","1981/8/1","Ipiales",10.3
"2735",1982,"AUG","1982/8/1","Ipiales",9.6
"2736",1983,"AUG","1983/8/1","Ipiales",9.9
"2737",1984,"AUG","1984/8/1","Ipiales",10
"2738",1985,"AUG","1985/8/1","Ipiales",9.3
"2739",1986,"AUG","1986/8/1","Ipiales",9.7
"2740",1987,"AUG","1987/8/1","Ipiales",10.5
"2741",1988,"AUG","1988/8/1","Ipiales",10
"2742",1989,"AUG","1989/8/1","Ipiales",9.9
"2743",1990,"AUG","1990/8/1","Ipiales",10.1
"2744",1991,"AUG","1991/8/1","Ipiales",9.3
"2745",1992,"AUG","1992/8/1","Ipiales",10.2
"2746",1993,"AUG","1993/8/1","Ipiales",9.9
"2747",1994,"AUG","1994/8/1","Ipiales",10
"2748",1995,"AUG","1995/8/1","Ipiales",10.6
"2749",1996,"AUG","1996/8/1","Ipiales",9.8
"2750",1997,"AUG","1997/8/1","Ipiales",10.2
"2751",1998,"AUG","1998/8/1","Ipiales",10.4
"2752",1999,"AUG","1999/8/1","Ipiales",9.4
"2753",2000,"AUG","2000/8/1","Ipiales",9.9
"2754",2001,"AUG","2001/8/1","Ipiales",10
"2755",2002,"AUG","2002/8/1","Ipiales",10.3
"2756",2003,"AUG","2003/8/1","Ipiales",10.7
"2757",2004,"AUG","2004/8/1","Ipiales",10.1
"2758",2005,"AUG","2005/8/1","Ipiales",10.4
"2759",2006,"AUG","2006/8/1","Ipiales",10.3
"2760",2007,"AUG","2007/8/1","Ipiales",10.2
"2761",2008,"AUG","2008/8/1","Ipiales",10.6
"2762",2009,"AUG","2009/8/1","Ipiales",11.2
"2763",2010,"AUG","2010/8/1","Ipiales",10.4
"2764",2011,"AUG","2011/8/1","Ipiales",10.4
"2765",2012,"AUG","2012/8/1","Ipiales",10.1
"2766",2013,"AUG","2013/8/1","Ipiales",10.5
"2767",2014,"AUG","2014/8/1","Ipiales",9.8
"2768",2015,"AUG","2015/8/1","Ipiales",NA
"2769",1973,"SEP","1973/9/1","Ipiales",NA
"2770",1974,"SEP","1974/9/1","Ipiales",NA
"2771",1975,"SEP","1975/9/1","Ipiales",9.6
"2772",1976,"SEP","1976/9/1","Ipiales",9.8
"2773",1977,"SEP","1977/9/1","Ipiales",9.9
"2774",1978,"SEP","1978/9/1","Ipiales",10.1
"2775",1979,"SEP","1979/9/1","Ipiales",10.5
"2776",1980,"SEP","1980/9/1","Ipiales",NA
"2777",1981,"SEP","1981/9/1","Ipiales",9.4
"2778",1982,"SEP","1982/9/1","Ipiales",11
"2779",1983,"SEP","1983/9/1","Ipiales",9.8
"2780",1984,"SEP","1984/9/1","Ipiales",9.9
"2781",1985,"SEP","1985/9/1","Ipiales",9.9
"2782",1986,"SEP","1986/9/1","Ipiales",10.1
"2783",1987,"SEP","1987/9/1","Ipiales",10.8
"2784",1988,"SEP","1988/9/1","Ipiales",10.5
"2785",1989,"SEP","1989/9/1","Ipiales",10.2
"2786",1990,"SEP","1990/9/1","Ipiales",10.8
"2787",1991,"SEP","1991/9/1","Ipiales",10.8
"2788",1992,"SEP","1992/9/1","Ipiales",10.6
"2789",1993,"SEP","1993/9/1","Ipiales",10.4
"2790",1994,"SEP","1994/9/1","Ipiales",10.4
"2791",1995,"SEP","1995/9/1","Ipiales",10.6
"2792",1996,"SEP","1996/9/1","Ipiales",10.2
"2793",1997,"SEP","1997/9/1","Ipiales",11.1
"2794",1998,"SEP","1998/9/1","Ipiales",10.9
"2795",1999,"SEP","1999/9/1","Ipiales",10.6
"2796",2000,"SEP","2000/9/1","Ipiales",10.5
"2797",2001,"SEP","2001/9/1","Ipiales",10.3
"2798",2002,"SEP","2002/9/1","Ipiales",10.7
"2799",2003,"SEP","2003/9/1","Ipiales",11.2
"2800",2004,"SEP","2004/9/1","Ipiales",10.8
"2801",2005,"SEP","2005/9/1","Ipiales",10.8
"2802",2006,"SEP","2006/9/1","Ipiales",10.4
"2803",2007,"SEP","2007/9/1","Ipiales",10.1
"2804",2008,"SEP","2008/9/1","Ipiales",10.8
"2805",2009,"SEP","2009/9/1","Ipiales",10.9
"2806",2010,"SEP","2010/9/1","Ipiales",10.8
"2807",2011,"SEP","2011/9/1","Ipiales",10.2
"2808",2012,"SEP","2012/9/1","Ipiales",10.3
"2809",2013,"SEP","2013/9/1","Ipiales",10.8
"2810",2014,"SEP","2014/9/1","Ipiales",10.5
"2811",2015,"SEP","2015/9/1","Ipiales",NA
"2812",1973,"OCT","1973/10/1","Ipiales",NA
"2813",1974,"OCT","1974/10/1","Ipiales",NA
"2814",1975,"OCT","1975/10/1","Ipiales",10.2
"2815",1976,"OCT","1976/10/1","Ipiales",10.6
"2816",1977,"OCT","1977/10/1","Ipiales",11
"2817",1978,"OCT","1978/10/1","Ipiales",11.1
"2818",1979,"OCT","1979/10/1","Ipiales",NA
"2819",1980,"OCT","1980/10/1","Ipiales",NA
"2820",1981,"OCT","1981/10/1","Ipiales",10.9
"2821",1982,"OCT","1982/10/1","Ipiales",11.1
"2822",1983,"OCT","1983/10/1","Ipiales",10.7
"2823",1984,"OCT","1984/10/1","Ipiales",10.5
"2824",1985,"OCT","1985/10/1","Ipiales",11
"2825",1986,"OCT","1986/10/1","Ipiales",11.3
"2826",1987,"OCT","1987/10/1","Ipiales",11.6
"2827",1988,"OCT","1988/10/1","Ipiales",11.4
"2828",1989,"OCT","1989/10/1","Ipiales",11.2
"2829",1990,"OCT","1990/10/1","Ipiales",11.8
"2830",1991,"OCT","1991/10/1","Ipiales",10.2
"2831",1992,"OCT","1992/10/1","Ipiales",10.7
"2832",1993,"OCT","1993/10/1","Ipiales",10.7
"2833",1994,"OCT","1994/10/1","Ipiales",11.2
"2834",1995,"OCT","1995/10/1","Ipiales",11.4
"2835",1996,"OCT","1996/10/1","Ipiales",11
"2836",1997,"OCT","1997/10/1","Ipiales",11.9
"2837",1998,"OCT","1998/10/1","Ipiales",11.3
"2838",1999,"OCT","1999/10/1","Ipiales",10.5
"2839",2000,"OCT","2000/10/1","Ipiales",10.8
"2840",2001,"OCT","2001/10/1","Ipiales",12.3
"2841",2002,"OCT","2002/10/1","Ipiales",10.9
"2842",2003,"OCT","2003/10/1","Ipiales",11.7
"2843",2004,"OCT","2004/10/1","Ipiales",NA
"2844",2005,"OCT","2005/10/1","Ipiales",11.8
"2845",2006,"OCT","2006/10/1","Ipiales",11.8
"2846",2007,"OCT","2007/10/1","Ipiales",11.4
"2847",2008,"OCT","2008/10/1","Ipiales",11.3
"2848",2009,"OCT","2009/10/1","Ipiales",11.8
"2849",2010,"OCT","2010/10/1","Ipiales",11.1
"2850",2011,"OCT","2011/10/1","Ipiales",11.4
"2851",2012,"OCT","2012/10/1","Ipiales",11.4
"2852",2013,"OCT","2013/10/1","Ipiales",11.5
"2853",2014,"OCT","2014/10/1","Ipiales",11.1
"2854",2015,"OCT","2015/10/1","Ipiales",NA
"2855",1973,"NOV","1973/11/1","Ipiales",NA
"2856",1974,"NOV","1974/11/1","Ipiales",NA
"2857",1975,"NOV","1975/11/1","Ipiales",10.3
"2858",1976,"NOV","1976/11/1","Ipiales",10.3
"2859",1977,"NOV","1977/11/1","Ipiales",11.1
"2860",1978,"NOV","1978/11/1","Ipiales",11.2
"2861",1979,"NOV","1979/11/1","Ipiales",NA
"2862",1980,"NOV","1980/11/1","Ipiales",NA
"2863",1981,"NOV","1981/11/1","Ipiales",11.3
"2864",1982,"NOV","1982/11/1","Ipiales",11.6
"2865",1983,"NOV","1983/11/1","Ipiales",11.2
"2866",1984,"NOV","1984/11/1","Ipiales",10.3
"2867",1985,"NOV","1985/11/1","Ipiales",10.5
"2868",1986,"NOV","1986/11/1","Ipiales",11
"2869",1987,"NOV","1987/11/1","Ipiales",11.6
"2870",1988,"NOV","1988/11/1","Ipiales",11.5
"2871",1989,"NOV","1989/11/1","Ipiales",11.7
"2872",1990,"NOV","1990/11/1","Ipiales",11.6
"2873",1991,"NOV","1991/11/1","Ipiales",11.4
"2874",1992,"NOV","1992/11/1","Ipiales",11.6
"2875",1993,"NOV","1993/11/1","Ipiales",10.9
"2876",1994,"NOV","1994/11/1","Ipiales",11.1
"2877",1995,"NOV","1995/11/1","Ipiales",11.7
"2878",1996,"NOV","1996/11/1","Ipiales",10.8
"2879",1997,"NOV","1997/11/1","Ipiales",11.8
"2880",1998,"NOV","1998/11/1","Ipiales",11.8
"2881",1999,"NOV","1999/11/1","Ipiales",11.3
"2882",2000,"NOV","2000/11/1","Ipiales",11.5
"2883",2001,"NOV","2001/11/1","Ipiales",11.7
"2884",2002,"NOV","2002/11/1","Ipiales",11.1
"2885",2003,"NOV","2003/11/1","Ipiales",NA
"2886",2004,"NOV","2004/11/1","Ipiales",11.9
"2887",2005,"NOV","2005/11/1","Ipiales",11.9
"2888",2006,"NOV","2006/11/1","Ipiales",11.9
"2889",2007,"NOV","2007/11/1","Ipiales",11.5
"2890",2008,"NOV","2008/11/1","Ipiales",11.7
"2891",2009,"NOV","2009/11/1","Ipiales",12.3
"2892",2010,"NOV","2010/11/1","Ipiales",11.4
"2893",2011,"NOV","2011/11/1","Ipiales",11.7
"2894",2012,"NOV","2012/11/1","Ipiales",11.8
"2895",2013,"NOV","2013/11/1","Ipiales",11.3
"2896",2014,"NOV","2014/11/1","Ipiales",12
"2897",2015,"NOV","2015/11/1","Ipiales",NA
"2898",1973,"DEC","1973/12/1","Ipiales",NA
"2899",1974,"DEC","1974/12/1","Ipiales",NA
"2900",1975,"DEC","1975/12/1","Ipiales",10.2
"2901",1976,"DEC","1976/12/1","Ipiales",10.4
"2902",1977,"DEC","1977/12/1","Ipiales",11.3
"2903",1978,"DEC","1978/12/1","Ipiales",11.2
"2904",1979,"DEC","1979/12/1","Ipiales",NA
"2905",1980,"DEC","1980/12/1","Ipiales",NA
"2906",1981,"DEC","1981/12/1","Ipiales",11
"2907",1982,"DEC","1982/12/1","Ipiales",11.9
"2908",1983,"DEC","1983/12/1","Ipiales",10.6
"2909",1984,"DEC","1984/12/1","Ipiales",11.1
"2910",1985,"DEC","1985/12/1","Ipiales",11.3
"2911",1986,"DEC","1986/12/1","Ipiales",11.2
"2912",1987,"DEC","1987/12/1","Ipiales",11.3
"2913",1988,"DEC","1988/12/1","Ipiales",11.5
"2914",1989,"DEC","1989/12/1","Ipiales",11.5
"2915",1990,"DEC","1990/12/1","Ipiales",11.3
"2916",1991,"DEC","1991/12/1","Ipiales",11.5
"2917",1992,"DEC","1992/12/1","Ipiales",11.6
"2918",1993,"DEC","1993/12/1","Ipiales",11.6
"2919",1994,"DEC","1994/12/1","Ipiales",11.4
"2920",1995,"DEC","1995/12/1","Ipiales",11.3
"2921",1996,"DEC","1996/12/1","Ipiales",10.6
"2922",1997,"DEC","1997/12/1","Ipiales",11.5
"2923",1998,"DEC","1998/12/1","Ipiales",11.4
"2924",1999,"DEC","1999/12/1","Ipiales",11.3
"2925",2000,"DEC","2000/12/1","Ipiales",11.3
"2926",2001,"DEC","2001/12/1","Ipiales",12.4
"2927",2002,"DEC","2002/12/1","Ipiales",11.9
"2928",2003,"DEC","2003/12/1","Ipiales",11.4
"2929",2004,"DEC","2004/12/1","Ipiales",NA
"2930",2005,"DEC","2005/12/1","Ipiales",11.5
"2931",2006,"DEC","2006/12/1","Ipiales",11.9
"2932",2007,"DEC","2007/12/1","Ipiales",11.2
"2933",2008,"DEC","2008/12/1","Ipiales",11.8
"2934",2009,"DEC","2009/12/1","Ipiales",12.1
"2935",2010,"DEC","2010/12/1","Ipiales",11.1
"2936",2011,"DEC","2011/12/1","Ipiales",11.5
"2937",2012,"DEC","2012/12/1","Ipiales",NA
"2938",2013,"DEC","2013/12/1","Ipiales",11.6
"2939",2014,"DEC","2014/12/1","Ipiales",11.8
"2940",2015,"DEC","2015/12/1","Ipiales",NA
